filename	video_id	emotion	emotion_id	intensity_level	mode
A332_bor_p_1	A332	boredom	26	1	p
A332_bor_p_2	A332	boredom	26	2	p
A332_bor_p_3	A332	boredom	26	3	p
A332_bor_p_4	A332	boredom	26	4	p
A332_bor_v_1	A332	boredom	26	1	v
A332_bor_v_3	A332	boredom	26	3	v
A332_bor_v_4	A332	boredom	26	4	v
A332_conc_p_1	A332	concentration	27	1	p
A332_conc_p_2	A332	concentration	27	2	p
A332_conc_p_3	A332	concentration	27	3	p
A332_conc_p_4	A332	concentration	27	4	p
A332_conc_v_1	A332	concentration	27	1	v
A332_conc_v_2	A332	concentration	27	2	v
A332_conc_v_3	A332	concentration	27	3	v
A332_conc_v_4	A332	concentration	27	4	v
A332_conf_p_1	A332	confusion	1	1	p
A332_conf_p_2	A332	confusion	1	2	p
A332_conf_p_3	A332	confusion	1	3	p
A332_conf_p_4_e	A332	confusion	1	4	p
A332_conf_v_1	A332	confusion	1	1	v
A332_conf_v_2_e	A332	confusion	1	2	v
A332_conf_v_3	A332	confusion	1	3	v
A332_conf_v_4	A332	confusion	1	4	v
A332_det_p_1	A332	determination	2	1	p
A332_det_p_2	A332	determination	2	2	p
A332_det_p_3	A332	determination	2	3	p
A332_det_p_4	A332	determination	2	4	p
A332_det_v_1	A332	determination	2	1	v
A332_det_v_2	A332	determination	2	2	v
A332_det_v_3	A332	determination	2	3	v
A332_det_v_4	A332	determination	2	4	v
A332_disa_p_1	A332	disappointment	37	1	p
A332_disa_p_2	A332	disappointment	37	2	p
A332_disa_p_3	A332	disappointment	37	3	p
A332_disa_p_4	A332	disappointment	37	4	p
A332_disa_v_1	A332	disappointment	37	1	v
A332_disa_v_3	A332	disappointment	37	3	v
A332_disa_v_4	A332	disappointment	37	4	v
A332_dou_p_1	A332	doubt	3	1	p
A332_dou_p_2	A332	doubt	3	2	p
A332_dou_p_3	A332	doubt	3	3	p
A332_dou_p_4_e	A332	doubt	3	4	p
A332_dou_v_1	A332	doubt	3	1	v
A332_dou_v_2	A332	doubt	3	2	v
A332_dou_v_3	A332	doubt	3	3	v
A332_dou_v_4	A332	doubt	3	4	v
A332_gra_p_1	A332	gratitude	7	1	p
A332_gra_p_2	A332	gratitude	7	2	p
A332_gra_p_3	A332	gratitude	7	3	p
A332_gra_p_4	A332	gratitude	7	4	p
A332_gra_v_1	A332	gratitude	7	1	v
A332_gra_v_2	A332	gratitude	7	2	v
A332_gra_v_3	A332	gratitude	7	3	v
A332_gra_v_4	A332	gratitude	7	4	v
A332_int_p_1	A332	interest_curiosity	29	1	p
A332_int_p_2	A332	interest_curiosity	29	2	p
A332_int_p_3	A332	interest_curiosity	29	3	p
A332_int_p_4	A332	interest_curiosity	29	4	p
A332_int_v_1	A332	interest_curiosity	29	1	v
A332_int_v_2	A332	interest_curiosity	29	2	v
A332_int_v_3	A332	interest_curiosity	29	3	v
A332_int_v_4	A332	interest_curiosity	29	4	v
A334_bor_p_1	A334	boredom	26	1	p
A334_bor_p_3	A334	boredom	26	3	p
A334_bor_p_4	A334	boredom	26	4	p
A334_bor_v_1	A334	boredom	26	1	v
A334_bor_v_2	A334	boredom	26	2	v
A334_bor_v_3	A334	boredom	26	3	v
A334_bor_v_4	A334	boredom	26	4	v
A334_conc_p_1	A334	concentration	27	1	p
A334_conc_p_2	A334	concentration	27	2	p
A334_conc_p_3	A334	concentration	27	3	p
A334_conc_p_4	A334	concentration	27	4	p
A334_conc_v_1	A334	concentration	27	1	v
A334_conc_v_2	A334	concentration	27	2	v
A334_conc_v_3	A334	concentration	27	3	v
A334_conc_v_4	A334	concentration	27	4	v
A334_conf_p_1	A334	confusion	1	1	p
A334_conf_p_2	A334	confusion	1	2	p
A334_conf_p_3	A334	confusion	1	3	p
A334_conf_p_4	A334	confusion	1	4	p
A334_conf_v_1	A334	confusion	1	1	v
A334_conf_v_2	A334	confusion	1	2	v
A334_conf_v_3	A334	confusion	1	3	v
A334_conf_v_4	A334	confusion	1	4	v
A334_det_p_1	A334	determination	2	1	p
A334_det_p_2	A334	determination	2	2	p
A334_det_p_4	A334	determination	2	4	p
A334_det_v_1	A334	determination	2	1	v
A334_det_v_2	A334	determination	2	2	v
A334_det_v_3	A334	determination	2	3	v
A334_det_v_4	A334	determination	2	4	v
A334_disa_p_1	A334	disappointment	37	1	p
A334_disa_p_2	A334	disappointment	37	2	p
A334_disa_p_3	A334	disappointment	37	3	p
A334_disa_p_4	A334	disappointment	37	4	p
A334_disa_v_1	A334	disappointment	37	1	v
A334_disa_v_2	A334	disappointment	37	2	v
A334_disa_v_3	A334	disappointment	37	3	v
A334_disa_v_4	A334	disappointment	37	4	v
A334_dou_p_1	A334	doubt	3	1	p
A334_dou_p_2	A334	doubt	3	2	p
A334_dou_p_3	A334	doubt	3	3	p
A334_dou_p_4_e	A334	doubt	3	4	p
A334_dou_v_1	A334	doubt	3	1	v
A334_dou_v_2	A334	doubt	3	2	v
A334_dou_v_3	A334	doubt	3	3	v
A334_dou_v_4	A334	doubt	3	4	v
A334_gra_p_1	A334	gratitude	7	1	p
A334_gra_p_2	A334	gratitude	7	2	p
A334_gra_p_3	A334	gratitude	7	3	p
A334_gra_p_4	A334	gratitude	7	4	p
A334_gra_v_1	A334	gratitude	7	1	v
A334_gra_v_2	A334	gratitude	7	2	v
A334_gra_v_3	A334	gratitude	7	3	v
A334_gra_v_4	A334	gratitude	7	4	v
A334_int_p_1	A334	interest_curiosity	29	1	p
A334_int_p_2	A334	interest_curiosity	29	2	p
A334_int_p_3	A334	interest_curiosity	29	3	p
A334_int_p_4	A334	interest_curiosity	29	4	p
A334_int_v_1	A334	interest_curiosity	29	1	v
A334_int_v_2	A334	interest_curiosity	29	2	v
A334_int_v_3	A334	interest_curiosity	29	3	v
A334_int_v_4	A334	interest_curiosity	29	4	v
A337_bor_p_1	A337	boredom	26	1	p
A337_bor_p_2	A337	boredom	26	2	p
A337_bor_p_3	A337	boredom	26	3	p
A337_bor_p_4	A337	boredom	26	4	p
A337_bor_v_1	A337	boredom	26	1	v
A337_bor_v_2	A337	boredom	26	2	v
A337_bor_v_3	A337	boredom	26	3	v
A337_bor_v_4	A337	boredom	26	4	v
A337_conc_p_1	A337	concentration	27	1	p
A337_conc_p_2	A337	concentration	27	2	p
A337_conc_p_3	A337	concentration	27	3	p
A337_conc_p_4	A337	concentration	27	4	p
A337_conc_v_1	A337	concentration	27	1	v
A337_conc_v_2	A337	concentration	27	2	v
A337_conc_v_3	A337	concentration	27	3	v
A337_conc_v_4	A337	concentration	27	4	v
A337_conf_p_1	A337	confusion	1	1	p
A337_conf_p_2	A337	confusion	1	2	p
A337_conf_p_3	A337	confusion	1	3	p
A337_conf_p_4	A337	confusion	1	4	p
A337_conf_v_1	A337	confusion	1	1	v
A337_conf_v_2	A337	confusion	1	2	v
A337_conf_v_3	A337	confusion	1	3	v
A337_conf_v_4	A337	confusion	1	4	v
A337_det_p_1	A337	determination	2	1	p
A337_det_p_2	A337	determination	2	2	p
A337_det_p_3	A337	determination	2	3	p
A337_det_p_4	A337	determination	2	4	p
A337_det_v_1	A337	determination	2	1	v
A337_det_v_2	A337	determination	2	2	v
A337_det_v_3	A337	determination	2	3	v
A337_det_v_4	A337	determination	2	4	v
A337_disa_p_1	A337	disappointment	37	1	p
A337_disa_p_2	A337	disappointment	37	2	p
A337_disa_p_3	A337	disappointment	37	3	p
A337_disa_p_4	A337	disappointment	37	4	p
A337_disa_v_1	A337	disappointment	37	1	v
A337_disa_v_2	A337	disappointment	37	2	v
A337_disa_v_3	A337	disappointment	37	3	v
A337_disa_v_4	A337	disappointment	37	4	v
A337_dou_p_1	A337	doubt	3	1	p
A337_dou_p_2	A337	doubt	3	2	p
A337_dou_p_3	A337	doubt	3	3	p
A337_dou_p_4	A337	doubt	3	4	p
A337_dou_v_1	A337	doubt	3	1	v
A337_dou_v_2	A337	doubt	3	2	v
A337_dou_v_3	A337	doubt	3	3	v
A337_dou_v_4	A337	doubt	3	4	v
A337_gra_p_1	A337	gratitude	7	1	p
A337_gra_p_2	A337	gratitude	7	2	p
A337_gra_p_3	A337	gratitude	7	3	p
A337_gra_p_4	A337	gratitude	7	4	p
A337_gra_v_1	A337	gratitude	7	1	v
A337_gra_v_2	A337	gratitude	7	2	v
A337_gra_v_3	A337	gratitude	7	3	v
A337_gra_v_4	A337	gratitude	7	4	v
A337_int_p_1	A337	interest_curiosity	29	1	p
A337_int_p_3	A337	interest_curiosity	29	3	p
A337_int_p_4	A337	interest_curiosity	29	4	p
A337_int_v_1	A337	interest_curiosity	29	1	v
A337_int_v_2	A337	interest_curiosity	29	2	v
A337_int_v_3	A337	interest_curiosity	29	3	v
A337_int_v_4	A337	interest_curiosity	29	4	v
A404_bor_p_1	A404	boredom	26	1	p
A404_bor_p_2	A404	boredom	26	2	p
A404_bor_p_3	A404	boredom	26	3	p
A404_bor_p_4	A404	boredom	26	4	p
A404_bor_v_1	A404	boredom	26	1	v
A404_bor_v_2	A404	boredom	26	2	v
A404_bor_v_3	A404	boredom	26	3	v
A404_bor_v_4	A404	boredom	26	4	v
A404_conc_p_1	A404	concentration	27	1	p
A404_conc_p_2	A404	concentration	27	2	p
A404_conc_p_3	A404	concentration	27	3	p
A404_conc_p_4	A404	concentration	27	4	p
A404_conc_v_1	A404	concentration	27	1	v
A404_conc_v_2	A404	concentration	27	2	v
A404_conc_v_3	A404	concentration	27	3	v
A404_conc_v_4	A404	concentration	27	4	v
A404_conf_p_1	A404	confusion	1	1	p
A404_conf_p_2	A404	confusion	1	2	p
A404_conf_p_3	A404	confusion	1	3	p
A404_conf_p_4	A404	confusion	1	4	p
A404_conf_v_1	A404	confusion	1	1	v
A404_conf_v_2	A404	confusion	1	2	v
A404_conf_v_3	A404	confusion	1	3	v
A404_conf_v_4	A404	confusion	1	4	v
A404_det_p_1	A404	determination	2	1	p
A404_det_p_2	A404	determination	2	2	p
A404_det_p_3	A404	determination	2	3	p
A404_det_p_4	A404	determination	2	4	p
A404_det_v_1	A404	determination	2	1	v
A404_det_v_2	A404	determination	2	2	v
A404_det_v_3	A404	determination	2	3	v
A404_det_v_4	A404	determination	2	4	v
A404_disa_p_1	A404	disappointment	37	1	p
A404_disa_p_2	A404	disappointment	37	2	p
A404_disa_p_3	A404	disappointment	37	3	p
A404_disa_p_4	A404	disappointment	37	4	p
A404_disa_v_1	A404	disappointment	37	1	v
A404_disa_v_2	A404	disappointment	37	2	v
A404_disa_v_3	A404	disappointment	37	3	v
A404_disa_v_4	A404	disappointment	37	4	v
A404_dou_p_1	A404	doubt	3	1	p
A404_dou_p_2	A404	doubt	3	2	p
A404_dou_p_3	A404	doubt	3	3	p
A404_dou_p_4	A404	doubt	3	4	p
A404_dou_v_1	A404	doubt	3	1	v
A404_dou_v_2	A404	doubt	3	2	v
A404_dou_v_3	A404	doubt	3	3	v
A404_dou_v_4	A404	doubt	3	4	v
A404_gra_p_1	A404	gratitude	7	1	p
A404_gra_p_2	A404	gratitude	7	2	p
A404_gra_p_3	A404	gratitude	7	3	p
A404_gra_p_4	A404	gratitude	7	4	p
A404_gra_v_1	A404	gratitude	7	1	v
A404_gra_v_2	A404	gratitude	7	2	v
A404_gra_v_3	A404	gratitude	7	3	v
A404_gra_v_4	A404	gratitude	7	4	v
A404_int_p_1	A404	interest_curiosity	29	1	p
A404_int_p_2	A404	interest_curiosity	29	2	p
A404_int_p_3	A404	interest_curiosity	29	3	p
A404_int_p_4	A404	interest_curiosity	29	4	p
A404_int_v_1	A404	interest_curiosity	29	1	v
A404_int_v_2	A404	interest_curiosity	29	2	v
A404_int_v_3	A404	interest_curiosity	29	3	v
A404_int_v_4	A404	interest_curiosity	29	4	v
A405_bor_p_1	A405	boredom	26	1	p
A405_bor_p_2	A405	boredom	26	2	p
A405_bor_p_3	A405	boredom	26	3	p
A405_bor_p_4	A405	boredom	26	4	p
A405_bor_v_1	A405	boredom	26	1	v
A405_bor_v_2	A405	boredom	26	2	v
A405_bor_v_3	A405	boredom	26	3	v
A405_bor_v_4	A405	boredom	26	4	v
A405_conc_p_1	A405	concentration	27	1	p
A405_conc_p_3	A405	concentration	27	3	p
A405_conc_p_4	A405	concentration	27	4	p
A405_conc_v_1	A405	concentration	27	1	v
A405_conc_v_2	A405	concentration	27	2	v
A405_conc_v_3	A405	concentration	27	3	v
A405_conc_v_4	A405	concentration	27	4	v
A405_conf_p_1	A405	confusion	1	1	p
A405_conf_p_2	A405	confusion	1	2	p
A405_conf_p_3	A405	confusion	1	3	p
A405_conf_p_4	A405	confusion	1	4	p
A405_conf_v_1	A405	confusion	1	1	v
A405_conf_v_2	A405	confusion	1	2	v
A405_conf_v_3	A405	confusion	1	3	v
A405_conf_v_4	A405	confusion	1	4	v
A405_det_p_1	A405	determination	2	1	p
A405_det_p_2	A405	determination	2	2	p
A405_det_p_3	A405	determination	2	3	p
A405_det_p_4	A405	determination	2	4	p
A405_det_v_1	A405	determination	2	1	v
A405_det_v_2	A405	determination	2	2	v
A405_det_v_3	A405	determination	2	3	v
A405_det_v_4	A405	determination	2	4	v
A405_disa_p_1	A405	disappointment	37	1	p
A405_disa_p_2	A405	disappointment	37	2	p
A405_disa_p_4	A405	disappointment	37	4	p
A405_disa_v_1	A405	disappointment	37	1	v
A405_disa_v_2	A405	disappointment	37	2	v
A405_disa_v_3	A405	disappointment	37	3	v
A405_disa_v_4	A405	disappointment	37	4	v
A405_dou_p_1	A405	doubt	3	1	p
A405_dou_p_2	A405	doubt	3	2	p
A405_dou_p_3	A405	doubt	3	3	p
A405_dou_p_4	A405	doubt	3	4	p
A405_dou_v_1	A405	doubt	3	1	v
A405_dou_v_2	A405	doubt	3	2	v
A405_dou_v_3	A405	doubt	3	3	v
A405_dou_v_4	A405	doubt	3	4	v
A405_gra_p_1	A405	gratitude	7	1	p
A405_gra_p_2	A405	gratitude	7	2	p
A405_gra_p_3	A405	gratitude	7	3	p
A405_gra_p_4	A405	gratitude	7	4	p
A405_gra_v_1	A405	gratitude	7	1	v
A405_gra_v_2	A405	gratitude	7	2	v
A405_gra_v_3	A405	gratitude	7	3	v
A405_gra_v_4	A405	gratitude	7	4	v
A405_int_p_1	A405	interest_curiosity	29	1	p
A405_int_p_2	A405	interest_curiosity	29	2	p
A405_int_p_3	A405	interest_curiosity	29	3	p
A405_int_p_4	A405	interest_curiosity	29	4	p
A405_int_v_1	A405	interest_curiosity	29	1	v
A405_int_v_2	A405	interest_curiosity	29	2	v
A405_int_v_3	A405	interest_curiosity	29	3	v
A405_int_v_4	A405	interest_curiosity	29	4	v
A407_bor_p_1	A407	boredom	26	1	p
A407_bor_p_3	A407	boredom	26	3	p
A407_bor_p_4	A407	boredom	26	4	p
A407_bor_v_1	A407	boredom	26	1	v
A407_bor_v_2	A407	boredom	26	2	v
A407_bor_v_3	A407	boredom	26	3	v
A407_bor_v_4	A407	boredom	26	4	v
A407_conc_p_1	A407	concentration	27	1	p
A407_conc_p_2	A407	concentration	27	2	p
A407_conc_p_3	A407	concentration	27	3	p
A407_conc_p_4	A407	concentration	27	4	p
A407_conc_v_1	A407	concentration	27	1	v
A407_conc_v_2	A407	concentration	27	2	v
A407_conc_v_3	A407	concentration	27	3	v
A407_conc_v_4	A407	concentration	27	4	v
A407_conf_p_1	A407	confusion	1	1	p
A407_conf_p_2	A407	confusion	1	2	p
A407_conf_p_3	A407	confusion	1	3	p
A407_conf_p_4	A407	confusion	1	4	p
A407_conf_v_1	A407	confusion	1	1	v
A407_conf_v_2	A407	confusion	1	2	v
A407_conf_v_3	A407	confusion	1	3	v
A407_conf_v_4	A407	confusion	1	4	v
A407_det_p_1	A407	determination	2	1	p
A407_det_p_2	A407	determination	2	2	p
A407_det_p_3	A407	determination	2	3	p
A407_det_p_4	A407	determination	2	4	p
A407_det_v_1	A407	determination	2	1	v
A407_det_v_2	A407	determination	2	2	v
A407_det_v_3	A407	determination	2	3	v
A407_det_v_4	A407	determination	2	4	v
A407_disa_p_1	A407	disappointment	37	1	p
A407_disa_p_2	A407	disappointment	37	2	p
A407_disa_p_3	A407	disappointment	37	3	p
A407_disa_p_4	A407	disappointment	37	4	p
A407_disa_v_1	A407	disappointment	37	1	v
A407_disa_v_2	A407	disappointment	37	2	v
A407_disa_v_3	A407	disappointment	37	3	v
A407_disa_v_4	A407	disappointment	37	4	v
A407_dou_p_1	A407	doubt	3	1	p
A407_dou_p_2	A407	doubt	3	2	p
A407_dou_p_3	A407	doubt	3	3	p
A407_dou_p_4	A407	doubt	3	4	p
A407_dou_v_1	A407	doubt	3	1	v
A407_dou_v_2	A407	doubt	3	2	v
A407_dou_v_3	A407	doubt	3	3	v
A407_dou_v_4	A407	doubt	3	4	v
A407_gra_p_1	A407	gratitude	7	1	p
A407_gra_p_2	A407	gratitude	7	2	p
A407_gra_p_3	A407	gratitude	7	3	p
A407_gra_p_4	A407	gratitude	7	4	p
A407_gra_v_1	A407	gratitude	7	1	v
A407_gra_v_2	A407	gratitude	7	2	v
A407_gra_v_3	A407	gratitude	7	3	v
A407_gra_v_4	A407	gratitude	7	4	v
A407_int_p_1	A407	interest_curiosity	29	1	p
A407_int_p_2	A407	interest_curiosity	29	2	p
A407_int_p_3	A407	interest_curiosity	29	3	p
A407_int_p_4	A407	interest_curiosity	29	4	p
A407_int_v_1	A407	interest_curiosity	29	1	v
A407_int_v_2	A407	interest_curiosity	29	2	v
A407_int_v_3	A407	interest_curiosity	29	3	v
A407_int_v_4	A407	interest_curiosity	29	4	v
A408_bor_p_1	A408	boredom	26	1	p
A408_bor_p_2	A408	boredom	26	2	p
A408_bor_p_3	A408	boredom	26	3	p
A408_bor_p_4	A408	boredom	26	4	p
A408_bor_v_1	A408	boredom	26	1	v
A408_bor_v_2	A408	boredom	26	2	v
A408_bor_v_3	A408	boredom	26	3	v
A408_bor_v_4	A408	boredom	26	4	v
A408_conc_p_1	A408	concentration	27	1	p
A408_conc_p_2	A408	concentration	27	2	p
A408_conc_p_3	A408	concentration	27	3	p
A408_conc_p_4	A408	concentration	27	4	p
A408_conc_v_1	A408	concentration	27	1	v
A408_conc_v_2	A408	concentration	27	2	v
A408_conc_v_3	A408	concentration	27	3	v
A408_conc_v_4	A408	concentration	27	4	v
A408_conf_p_1	A408	confusion	1	1	p
A408_conf_p_2	A408	confusion	1	2	p
A408_conf_p_3	A408	confusion	1	3	p
A408_conf_p_4	A408	confusion	1	4	p
A408_conf_v_1	A408	confusion	1	1	v
A408_conf_v_2	A408	confusion	1	2	v
A408_conf_v_3	A408	confusion	1	3	v
A408_conf_v_4	A408	confusion	1	4	v
A408_det_p_1	A408	determination	2	1	p
A408_det_p_2	A408	determination	2	2	p
A408_det_p_3	A408	determination	2	3	p
A408_det_p_4	A408	determination	2	4	p
A408_det_v_1	A408	determination	2	1	v
A408_det_v_2	A408	determination	2	2	v
A408_det_v_3	A408	determination	2	3	v
A408_det_v_4	A408	determination	2	4	v
A408_disa_p_1	A408	disappointment	37	1	p
A408_disa_p_2	A408	disappointment	37	2	p
A408_disa_p_3	A408	disappointment	37	3	p
A408_disa_p_4	A408	disappointment	37	4	p
A408_disa_v_1	A408	disappointment	37	1	v
A408_disa_v_2	A408	disappointment	37	2	v
A408_disa_v_3	A408	disappointment	37	3	v
A408_disa_v_4	A408	disappointment	37	4	v
A408_dou_p_1	A408	doubt	3	1	p
A408_dou_p_2	A408	doubt	3	2	p
A408_dou_p_3	A408	doubt	3	3	p
A408_dou_p_4	A408	doubt	3	4	p
A408_dou_v_1	A408	doubt	3	1	v
A408_dou_v_2	A408	doubt	3	2	v
A408_dou_v_3	A408	doubt	3	3	v
A408_dou_v_4	A408	doubt	3	4	v
A408_gra_p_1	A408	gratitude	7	1	p
A408_gra_p_2	A408	gratitude	7	2	p
A408_gra_p_3	A408	gratitude	7	3	p
A408_gra_p_4	A408	gratitude	7	4	p
A408_gra_v_1	A408	gratitude	7	1	v
A408_gra_v_2	A408	gratitude	7	2	v
A408_gra_v_3	A408	gratitude	7	3	v
A408_gra_v_4	A408	gratitude	7	4	v
A408_int_p_1	A408	interest_curiosity	29	1	p
A408_int_p_2	A408	interest_curiosity	29	2	p
A408_int_p_3_e	A408	interest_curiosity	29	3	p
A408_int_p_4	A408	interest_curiosity	29	4	p
A408_int_v_1	A408	interest_curiosity	29	1	v
A408_int_v_2	A408	interest_curiosity	29	2	v
A408_int_v_3	A408	interest_curiosity	29	3	v
A408_int_v_4	A408	interest_curiosity	29	4	v
A410_bor_p_1	A410	boredom	26	1	p
A410_bor_p_2	A410	boredom	26	2	p
A410_bor_p_3	A410	boredom	26	3	p
A410_bor_p_4	A410	boredom	26	4	p
A410_bor_v_1	A410	boredom	26	1	v
A410_bor_v_2	A410	boredom	26	2	v
A410_bor_v_3	A410	boredom	26	3	v
A410_bor_v_4	A410	boredom	26	4	v
A410_conc_p_1	A410	concentration	27	1	p
A410_conc_p_2	A410	concentration	27	2	p
A410_conc_p_3	A410	concentration	27	3	p
A410_conc_p_4	A410	concentration	27	4	p
A410_conc_v_1	A410	concentration	27	1	v
A410_conc_v_2	A410	concentration	27	2	v
A410_conc_v_3	A410	concentration	27	3	v
A410_conc_v_4	A410	concentration	27	4	v
A410_conf_p_1	A410	confusion	1	1	p
A410_conf_p_2	A410	confusion	1	2	p
A410_conf_p_3	A410	confusion	1	3	p
A410_conf_p_4	A410	confusion	1	4	p
A410_conf_v_1	A410	confusion	1	1	v
A410_conf_v_2	A410	confusion	1	2	v
A410_conf_v_3	A410	confusion	1	3	v
A410_conf_v_4	A410	confusion	1	4	v
A410_det_p_1	A410	determination	2	1	p
A410_det_p_2	A410	determination	2	2	p
A410_det_p_3	A410	determination	2	3	p
A410_det_p_4	A410	determination	2	4	p
A410_det_v_1	A410	determination	2	1	v
A410_det_v_2	A410	determination	2	2	v
A410_det_v_3	A410	determination	2	3	v
A410_det_v_4	A410	determination	2	4	v
A410_disa_p_1	A410	disappointment	37	1	p
A410_disa_p_2	A410	disappointment	37	2	p
A410_disa_p_3	A410	disappointment	37	3	p
A410_disa_p_4	A410	disappointment	37	4	p
A410_disa_v_1	A410	disappointment	37	1	v
A410_disa_v_2	A410	disappointment	37	2	v
A410_disa_v_3	A410	disappointment	37	3	v
A410_disa_v_4	A410	disappointment	37	4	v
A410_dou_p_1	A410	doubt	3	1	p
A410_dou_p_2	A410	doubt	3	2	p
A410_dou_p_3	A410	doubt	3	3	p
A410_dou_p_4	A410	doubt	3	4	p
A410_dou_v_1	A410	doubt	3	1	v
A410_dou_v_2	A410	doubt	3	2	v
A410_dou_v_3	A410	doubt	3	3	v
A410_dou_v_4	A410	doubt	3	4	v
A410_gra_p_1	A410	gratitude	7	1	p
A410_gra_p_2	A410	gratitude	7	2	p
A410_gra_p_3	A410	gratitude	7	3	p
A410_gra_p_4	A410	gratitude	7	4	p
A410_gra_v_1	A410	gratitude	7	1	v
A410_gra_v_2	A410	gratitude	7	2	v
A410_gra_v_3	A410	gratitude	7	3	v
A410_gra_v_4	A410	gratitude	7	4	v
A410_int_p_1	A410	interest_curiosity	29	1	p
A410_int_p_2	A410	interest_curiosity	29	2	p
A410_int_p_3	A410	interest_curiosity	29	3	p
A410_int_p_4	A410	interest_curiosity	29	4	p
A410_int_v_1	A410	interest_curiosity	29	1	v
A410_int_v_2	A410	interest_curiosity	29	2	v
A410_int_v_3	A410	interest_curiosity	29	3	v
A410_int_v_4	A410	interest_curiosity	29	4	v
A411_bor_p_1	A411	boredom	26	1	p
A411_bor_p_2	A411	boredom	26	2	p
A411_bor_p_3	A411	boredom	26	3	p
A411_bor_p_4	A411	boredom	26	4	p
A411_bor_v_1	A411	boredom	26	1	v
A411_bor_v_2	A411	boredom	26	2	v
A411_bor_v_3	A411	boredom	26	3	v
A411_bor_v_4	A411	boredom	26	4	v
A411_conc_p_1	A411	concentration	27	1	p
A411_conc_p_2	A411	concentration	27	2	p
A411_conc_p_3	A411	concentration	27	3	p
A411_conc_p_4	A411	concentration	27	4	p
A411_conc_v_1	A411	concentration	27	1	v
A411_conc_v_2	A411	concentration	27	2	v
A411_conc_v_3	A411	concentration	27	3	v
A411_conc_v_4	A411	concentration	27	4	v
A411_conf_p_1	A411	confusion	1	1	p
A411_conf_p_2	A411	confusion	1	2	p
A411_conf_p_3	A411	confusion	1	3	p
A411_conf_p_4	A411	confusion	1	4	p
A411_conf_v_1	A411	confusion	1	1	v
A411_conf_v_2	A411	confusion	1	2	v
A411_conf_v_3	A411	confusion	1	3	v
A411_conf_v_4	A411	confusion	1	4	v
A411_det_p_1	A411	determination	2	1	p
A411_det_p_2	A411	determination	2	2	p
A411_det_p_3	A411	determination	2	3	p
A411_det_p_4	A411	determination	2	4	p
A411_det_v_1	A411	determination	2	1	v
A411_det_v_2	A411	determination	2	2	v
A411_det_v_3	A411	determination	2	3	v
A411_det_v_4	A411	determination	2	4	v
A411_disa_p_1	A411	disappointment	37	1	p
A411_disa_p_2	A411	disappointment	37	2	p
A411_disa_p_3	A411	disappointment	37	3	p
A411_disa_p_4	A411	disappointment	37	4	p
A411_disa_v_1	A411	disappointment	37	1	v
A411_disa_v_2	A411	disappointment	37	2	v
A411_disa_v_3	A411	disappointment	37	3	v
A411_disa_v_4	A411	disappointment	37	4	v
A411_dou_p_1	A411	doubt	3	1	p
A411_dou_p_2	A411	doubt	3	2	p
A411_dou_p_3	A411	doubt	3	3	p
A411_dou_p_4	A411	doubt	3	4	p
A411_dou_v_1	A411	doubt	3	1	v
A411_dou_v_2	A411	doubt	3	2	v
A411_dou_v_3	A411	doubt	3	3	v
A411_dou_v_4	A411	doubt	3	4	v
A411_gra_p_1	A411	gratitude	7	1	p
A411_gra_p_2	A411	gratitude	7	2	p
A411_gra_p_3	A411	gratitude	7	3	p
A411_gra_p_4	A411	gratitude	7	4	p
A411_gra_v_1	A411	gratitude	7	1	v
A411_gra_v_2	A411	gratitude	7	2	v
A411_gra_v_3	A411	gratitude	7	3	v
A411_gra_v_4	A411	gratitude	7	4	v
A411_int_p_1	A411	interest_curiosity	29	1	p
A411_int_p_2	A411	interest_curiosity	29	2	p
A411_int_p_3	A411	interest_curiosity	29	3	p
A411_int_p_4	A411	interest_curiosity	29	4	p
A411_int_v_1	A411	interest_curiosity	29	1	v
A411_int_v_2	A411	interest_curiosity	29	2	v
A411_int_v_3	A411	interest_curiosity	29	3	v
A411_int_v_4	A411	interest_curiosity	29	4	v
A413_bor_p_1	A413	boredom	26	1	p
A413_bor_p_2	A413	boredom	26	2	p
A413_bor_p_3	A413	boredom	26	3	p
A413_bor_p_4	A413	boredom	26	4	p
A413_bor_v_1	A413	boredom	26	1	v
A413_bor_v_2	A413	boredom	26	2	v
A413_bor_v_3	A413	boredom	26	3	v
A413_bor_v_4	A413	boredom	26	4	v
A413_conc_p_1	A413	concentration	27	1	p
A413_conc_p_2	A413	concentration	27	2	p
A413_conc_p_3	A413	concentration	27	3	p
A413_conc_p_4	A413	concentration	27	4	p
A413_conc_v_1	A413	concentration	27	1	v
A413_conc_v_2	A413	concentration	27	2	v
A413_conc_v_3	A413	concentration	27	3	v
A413_conc_v_4	A413	concentration	27	4	v
A413_conf_p_1	A413	confusion	1	1	p
A413_conf_p_2	A413	confusion	1	2	p
A413_conf_p_3	A413	confusion	1	3	p
A413_conf_p_4	A413	confusion	1	4	p
A413_conf_v_1	A413	confusion	1	1	v
A413_conf_v_2	A413	confusion	1	2	v
A413_conf_v_3	A413	confusion	1	3	v
A413_conf_v_4	A413	confusion	1	4	v
A413_det_p_1	A413	determination	2	1	p
A413_det_p_2	A413	determination	2	2	p
A413_det_p_3	A413	determination	2	3	p
A413_det_p_4	A413	determination	2	4	p
A413_det_v_1	A413	determination	2	1	v
A413_det_v_2	A413	determination	2	2	v
